studentId,subjectId,grade_level,attendance_rate_30d,attendance_rate_90d,homework_completion_rate,avg_score_current_term,avg_score_prev_term,score_trend,engagement_score,behavior_concerns_count,predictedScore,predictedGradeBand
STU-2026-0235,SUB-MATH,10,0.8712,0.9114,0.8381,72.14,79.51,-0.0607,84.29,0,65.09,C
STU-2026-0236,SUB-MATH,10,0.9991,0.9807,0.9316,72.55,78.39,0.0448,63.92,1,63.89,C
STU-2026-0237,SUB-MATH,10,0.9197,0.9526,0.977,75.21,83.6,0.0294,81.35,0,67.72,C
STU-2026-0238,SUB-MATH,10,0.8854,0.8398,0.7395,74.62,76.54,-0.0406,58.21,0,69.48,C
STU-2026-0239,SUB-MATH,10,0.9256,0.9256,0.9112,72.69,67.84,0.0175,94.15,0,67.26,C
STU-2026-0240,SUB-MATH,10,0.9481,1.0,0.8989,77.58,77.8,0.0093,84.97,0,73.38,B
STU-2026-0241,SUB-MATH,10,0.9735,0.937,0.8396,90.23,87.25,0.027,85.07,0,88.46,A
STU-2026-0242,SUB-MATH,10,0.9623,0.9716,0.8727,89.98,99.0,0.023,86.2,0,90.14,A
STU-2026-0243,SUB-MATH,10,0.8105,0.7962,0.6847,63.54,69.97,0.0604,69.86,1,60.07,C
STU-2026-0244,SUB-MATH,10,0.9543,0.9646,0.8326,77.61,83.21,-0.0002,86.13,0,72.63,B
STU-2026-0245,SUB-MATH,10,0.6717,0.6842,0.6228,32.17,34.12,-0.5851,48.59,5,25.8,F
STU-2026-0246,SUB-MATH,10,0.7712,0.7569,0.5096,40.1,38.16,-0.7238,38.62,1,35.21,F
STU-2026-0247,SUB-MATH,10,0.9339,0.9241,0.9057,83.88,87.74,0.0211,86.08,0,81.63,A
STU-2026-0248,SUB-MATH,10,0.7878,0.7802,0.8295,69.84,62.99,0.0048,59.46,0,64.23,C
STU-2026-0249,SUB-MATH,10,0.6954,0.6713,0.6744,48.8,49.8,-0.307,61.61,4,46.0,F
STU-2026-0250,SUB-MATH,10,0.9469,0.9009,0.8914,83.44,76.25,0.008,84.36,0,81.32,A
STU-2026-0251,SUB-MATH,10,0.7367,0.7562,0.5697,27.4,32.79,-0.5225,43.67,5,24.1,F
STU-2026-0252,SUB-MATH,10,0.9336,0.9563,0.9021,68.6,70.12,0.0817,79.57,0,67.59,C
STU-2026-0253,SUB-MATH,10,0.4952,0.5057,0.4458,32.07,39.66,-0.509,61.78,3,30.38,F
STU-2026-0254,SUB-MATH,10,0.9544,0.9294,1.0,76.99,81.68,-0.0284,81.4,0,74.71,B
STU-2026-0255,SUB-MATH,10,0.8925,0.937,0.9259,79.99,81.08,0.1284,83.67,0,78.88,B
STU-2026-0256,SUB-MATH,10,1.0,1.0,0.9007,68.92,72.38,0.0681,79.98,0,63.81,C
STU-2026-0257,SUB-MATH,10,0.9552,0.9532,0.9138,82.07,81.0,-0.0664,76.68,0,75.2,B
STU-2026-0258,SUB-MATH,10,0.8333,0.8022,0.6187,50.85,54.23,0.0866,70.19,1,45.95,F
STU-2026-0259,SUB-MATH,10,0.9147,0.9453,0.8269,84.75,78.42,0.0478,85.44,0,77.12,B
STU-2026-0260,SUB-MATH,10,0.9608,0.9497,0.9748,89.29,90.8,0.1138,76.95,0,85.33,A
STU-2026-0261,SUB-MATH,10,0.9219,0.929,0.8887,85.97,83.99,-0.0045,95.23,0,81.26,A
STU-2026-0262,SUB-MATH,10,0.8746,0.8771,0.7161,80.72,67.72,0.0495,51.79,1,81.79,A
STU-2026-0263,SUB-MATH,10,0.8161,0.8252,0.5245,65.64,55.54,-0.2867,53.9,6,59.16,D
STU-2026-0264,SUB-MATH,10,0.9304,0.9335,0.9019,77.85,78.61,0.0826,81.53,0,79.03,B
STU-2026-0265,SUB-MATH,10,0.9655,0.895,1.0,72.37,78.08,0.0514,86.66,0,68.9,C
STU-2026-0266,SUB-MATH,10,0.9646,0.9187,0.9582,68.17,80.54,0.0011,74.58,0,70.52,B
STU-2026-0267,SUB-MATH,10,0.9599,0.9564,0.9428,68.58,67.86,0.0688,78.37,0,67.26,C
STU-2026-0268,SUB-MATH,10,0.8862,0.8803,0.7814,73.34,72.71,-0.0552,49.8,2,69.64,C
STU-2026-0269,SUB-MATH,10,0.9753,0.9722,0.9534,81.02,80.16,0.0762,94.61,0,76.99,B
STU-2026-0270,SUB-MATH,10,1.0,0.9905,0.8677,86.39,92.13,0.0799,99.0,0,84.6,A
STU-2026-0271,SUB-MATH,10,0.9166,0.925,0.9474,66.4,69.27,0.1207,84.61,0,64.61,C
STU-2026-0272,SUB-MATH,10,0.924,0.9141,0.7364,69.21,68.83,0.2058,76.35,0,61.88,C
STU-2026-0273,SUB-MATH,10,0.9211,0.9354,0.8989,82.28,85.37,0.1187,86.03,0,79.41,B
STU-2026-0274,SUB-MATH,10,0.9602,1.0,0.8424,71.79,65.78,0.1176,85.36,0,70.96,B
STU-2026-0275,SUB-MATH,10,0.8799,0.8836,0.7009,56.86,49.1,-0.0133,65.28,1,52.79,D
STU-2026-0276,SUB-MATH,10,0.8421,0.8743,0.854,65.4,70.08,-0.0127,80.25,2,62.74,C
STU-2026-0277,SUB-MATH,10,0.9214,0.8755,0.9448,78.45,83.35,-0.0119,75.92,0,75.3,B
STU-2026-0278,SUB-MATH,10,0.9738,0.9627,0.9532,92.87,94.4,0.0667,80.26,0,85.89,A
STU-2026-0279,SUB-MATH,10,0.6914,0.7141,0.3549,31.19,45.97,-0.4349,23.28,2,31.8,F
STU-2026-0280,SUB-MATH,10,1.0,0.9423,0.9098,86.38,88.03,-0.0553,92.21,0,86.39,A
STU-2026-0281,SUB-MATH,10,0.8836,0.9305,0.9025,75.26,81.28,0.1021,85.5,0,74.73,B
STU-2026-0282,SUB-MATH,10,0.9234,0.9058,0.842,78.58,80.89,-0.0089,99.0,0,73.87,B
STU-2026-0283,SUB-MATH,10,0.8993,0.8731,0.7095,62.15,58.41,-0.0413,64.35,2,61.24,C
STU-2026-0284,SUB-MATH,10,0.8824,0.9091,0.9133,77.97,70.79,0.0796,68.3,1,74.46,B
STU-2026-0285,SUB-MATH,10,0.7084,0.7014,0.4502,51.61,62.28,-0.4715,44.69,2,43.07,F
STU-2026-0286,SUB-MATH,10,0.9441,0.9039,0.8646,60.15,74.99,0.0506,77.43,0,57.34,D
STU-2026-0287,SUB-MATH,10,0.9064,0.8907,0.8687,71.82,81.37,0.0406,81.31,0,64.78,C
STU-2026-0288,SUB-MATH,10,0.8123,0.779,0.5721,37.43,44.85,-0.5719,40.52,7,30.54,F
STU-2026-0289,SUB-MATH,10,0.9548,0.9131,1.0,93.61,86.21,0.0013,67.24,0,87.66,A
STU-2026-0290,SUB-MATH,10,0.962,0.9636,0.8795,80.0,75.96,0.149,71.49,0,81.84,A
STU-2026-0291,SUB-MATH,10,0.8963,0.9052,0.7562,70.4,70.24,0.0026,55.02,1,65.81,C
STU-2026-0292,SUB-MATH,10,0.7296,0.7509,0.4203,53.17,56.48,-0.4211,54.22,4,45.08,F
STU-2026-0293,SUB-MATH,10,0.8831,0.9341,0.8136,66.81,74.15,-0.0864,71.07,2,59.33,D
STU-2026-0294,SUB-MATH,10,0.9161,0.9575,1.0,68.13,67.08,0.1638,91.06,0,67.23,C
STU-2026-0295,SUB-MATH,10,0.9739,0.9811,0.8841,73.38,73.47,0.0056,74.59,0,68.48,C
STU-2026-0296,SUB-MATH,10,0.978,1.0,0.9134,89.59,96.28,-0.0574,68.15,0,87.84,A
STU-2026-0297,SUB-MATH,10,0.9363,0.9742,0.8905,79.59,79.69,0.0428,78.79,0,76.18,B
STU-2026-0298,SUB-MATH,10,0.8956,0.9299,0.9765,83.32,86.54,-0.0251,99.0,0,80.32,A
STU-2026-0299,SUB-MATH,10,0.9721,0.9734,0.9172,96.49,91.1,0.0142,91.17,0,88.64,A
STU-2026-0300,SUB-MATH,10,0.6256,0.6132,0.5486,46.1,42.0,-0.2941,35.64,2,42.67,F
STU-2026-0301,SUB-MATH,10,0.9836,0.9838,0.9232,72.03,78.22,0.1297,82.74,0,68.65,C
STU-2026-0302,SUB-MATH,10,0.7947,0.7846,0.551,69.76,67.33,0.0089,61.5,2,68.72,C
STU-2026-0303,SUB-MATH,10,0.79,0.7887,0.578,79.99,80.36,0.0497,68.55,2,72.69,B
STU-2026-0304,SUB-MATH,10,0.9905,0.9623,0.8799,74.71,78.6,0.0013,76.57,1,70.79,B
STU-2026-0305,SUB-MATH,10,0.7115,0.7075,0.5308,61.37,59.12,-0.5873,40.38,3,52.67,D
STU-2026-0306,SUB-MATH,10,0.7154,0.7444,0.3975,39.75,39.23,-0.5525,48.55,2,36.86,F
STU-2026-0307,SUB-MATH,10,0.9893,0.9694,1.0,93.0,82.99,-0.0143,90.74,0,88.66,A
STU-2026-0308,SUB-MATH,10,0.8917,0.8908,0.8295,85.69,89.22,0.0402,72.6,0,81.73,A
STU-2026-0309,SUB-MATH,10,0.8271,0.8426,0.7692,83.98,75.79,0.0622,80.05,1,79.35,B
STU-2026-0310,SUB-MATH,10,0.7811,0.8215,0.5991,41.22,41.38,-0.6404,39.23,2,34.04,F
STU-2026-0311,SUB-MATH,10,0.9314,0.9611,0.8993,99.0,92.04,-0.025,71.53,1,92.78,A
STU-2026-0312,SUB-MATH,10,0.8976,0.9431,0.922,84.56,82.08,0.079,75.96,0,78.59,B
STU-2026-0313,SUB-MATH,10,0.9568,0.955,0.9423,91.9,83.95,0.0769,76.32,0,93.36,A
STU-2026-0314,SUB-MATH,10,0.9639,0.9764,0.8714,76.49,78.94,0.0206,89.3,0,74.1,B
STU-2026-0315,SUB-MATH,10,0.9919,1.0,0.9662,69.28,72.68,0.118,71.95,0,69.01,C
STU-2026-0316,SUB-MATH,10,0.6259,0.6033,0.6261,62.64,63.42,-0.6769,42.05,3,52.68,D
STU-2026-0317,SUB-MATH,10,0.9265,0.9165,0.8884,82.71,86.57,0.0586,88.76,0,78.89,B
STU-2026-0318,SUB-MATH,10,0.9517,0.963,0.9331,99.0,98.07,0.0202,85.67,0,92.56,A
STU-2026-0319,SUB-MATH,10,0.7852,0.8523,0.6522,70.26,68.62,0.065,64.26,1,72.96,B
STU-2026-0320,SUB-MATH,10,0.8004,0.8119,0.541,43.97,41.14,-0.5238,24.79,1,42.79,F
STU-2026-0321,SUB-MATH,10,0.9598,0.9544,0.8311,80.12,71.68,0.0684,92.28,0,74.61,B
STU-2026-0322,SUB-MATH,10,0.9824,0.9984,0.8692,84.54,81.48,0.0713,94.62,0,79.94,B
STU-2026-0323,SUB-MATH,10,0.967,1.0,1.0,80.67,71.28,0.0803,87.48,1,77.07,B
STU-2026-0324,SUB-MATH,10,0.9098,0.9344,0.9214,84.96,86.8,0.0694,80.51,0,82.86,A
STU-2026-0325,SUB-MATH,10,1.0,0.9536,0.896,71.34,63.41,-0.0311,94.89,0,70.73,B
STU-2026-0326,SUB-MATH,10,0.9716,0.9641,0.9024,78.85,83.62,0.1451,77.64,0,78.22,B
STU-2026-0327,SUB-MATH,10,0.9009,0.8986,0.9271,84.77,85.16,0.0575,73.44,0,82.26,A
STU-2026-0328,SUB-MATH,10,0.9434,0.9337,0.8891,67.36,71.06,0.0495,77.68,0,63.07,C
STU-2026-0329,SUB-MATH,10,0.9011,0.8985,0.9312,86.18,85.04,0.1315,80.41,1,83.83,A
STU-2026-0330,SUB-MATH,10,0.9701,0.9566,0.9271,76.35,73.0,0.1357,81.15,0,72.96,B
STU-2026-0331,SUB-MATH,10,1.0,0.9748,0.8904,68.27,71.76,-0.0066,93.12,1,63.52,C
STU-2026-0332,SUB-MATH,10,0.9612,0.9462,0.9162,72.03,70.81,-0.0737,82.78,1,68.79,C
STU-2026-0333,SUB-MATH,10,0.8543,0.8526,0.825,74.99,79.75,0.0935,81.71,1,76.02,B
STU-2026-0334,SUB-MATH,10,0.954,0.9365,0.9618,92.72,86.12,0.1432,75.72,0,84.37,A
STU-2026-0335,SUB-MATH,10,1.0,0.9665,0.8332,76.46,79.16,0.0007,80.73,0,72.42,B
STU-2026-0336,SUB-MATH,10,0.9314,0.9355,0.9028,78.16,71.66,-0.0308,87.44,1,72.53,B
STU-2026-0337,SUB-MATH,10,0.9823,0.9843,0.9167,67.21,79.43,0.0503,92.57,0,65.7,C
STU-2026-0338,SUB-MATH,10,0.9309,0.9223,0.876,81.43,86.81,0.0728,91.91,0,75.46,B
STU-2026-0339,SUB-MATH,10,0.8406,0.8405,0.8047,50.97,58.8,-0.0093,69.63,1,48.93,F
STU-2026-0340,SUB-MATH,10,0.7972,0.8252,0.8586,72.49,84.47,0.0116,72.98,2,71.76,B
STU-2026-0341,SUB-MATH,10,0.849,0.8231,0.7503,64.18,66.71,0.0917,79.59,1,56.16,D
STU-2026-0342,SUB-MATH,10,1.0,0.9631,0.8945,81.01,77.85,0.1106,87.2,1,75.46,B
STU-2026-0343,SUB-MATH,10,0.8326,0.8473,0.5902,57.12,59.96,-0.4025,49.97,2,47.61,F
STU-2026-0344,SUB-MATH,10,0.9929,1.0,0.9243,64.63,68.56,0.0952,68.57,1,61.91,C
STU-2026-0345,SUB-MATH,10,0.94,0.8997,0.8717,64.57,67.96,0.0303,69.05,0,63.31,C
STU-2026-0346,SUB-MATH,10,0.9975,0.9779,0.9206,73.34,82.26,-0.0288,80.53,0,78.75,B
STU-2026-0347,SUB-MATH,10,0.9616,0.977,0.8892,85.71,85.86,0.0821,88.35,1,86.26,A
STU-2026-0348,SUB-MATH,10,0.9354,0.9218,0.9318,74.25,76.51,-0.0175,88.69,0,69.12,C
STU-2026-0349,SUB-MATH,10,0.9761,0.9679,0.8594,80.22,73.06,0.1232,94.11,1,79.42,B
STU-2026-0350,SUB-MATH,10,0.89,0.8419,0.6775,81.08,79.85,-0.0524,70.43,0,79.22,B
STU-2026-0351,SUB-MATH,10,0.9517,0.9887,0.9247,71.5,78.43,0.0315,89.72,0,68.13,C
STU-2026-0352,SUB-MATH,10,0.9371,0.9901,0.9062,78.15,83.38,0.0304,99.0,0,76.94,B
STU-2026-0353,SUB-MATH,10,1.0,1.0,0.8198,77.91,77.47,0.003,92.36,0,74.16,B
STU-2026-0354,SUB-MATH,10,0.9314,0.9522,0.9678,81.33,83.55,0.0871,77.03,0,76.67,B
STU-2026-0355,SUB-MATH,10,0.7169,0.7574,0.4578,53.19,51.9,-0.4156,49.92,4,43.14,F
STU-2026-0356,SUB-MATH,10,0.9635,0.97,0.8581,84.61,89.0,0.1267,74.74,0,83.03,A
STU-2026-0357,SUB-MATH,10,0.9277,0.9405,0.9091,67.51,65.93,-0.0196,81.32,1,64.0,C
STU-2026-0358,SUB-MATH,10,0.9239,0.9185,0.9392,84.31,86.97,0.027,91.75,0,80.99,A
STU-2026-0359,SUB-MATH,10,0.9397,0.8894,1.0,76.59,75.47,0.1729,76.2,1,70.32,B
STU-2026-0360,SUB-MATH,10,0.9535,0.9507,0.9048,84.37,87.75,0.0808,75.23,0,81.38,A
STU-2026-0361,SUB-MATH,10,0.9217,0.9333,0.9288,81.59,77.75,0.0384,83.16,0,78.39,B
STU-2026-0362,SUB-MATH,10,0.9089,0.9614,0.9189,66.52,77.17,-0.0567,80.44,0,66.45,C
STU-2026-0363,SUB-MATH,10,0.8216,0.8508,0.7654,79.3,80.39,-0.0071,52.14,0,69.95,C
STU-2026-0364,SUB-MATH,10,0.7617,0.758,0.7233,71.27,68.35,0.1168,79.35,2,68.83,C
STU-2026-0365,SUB-MATH,10,0.9519,0.9669,0.9287,85.31,84.07,0.0647,76.32,0,82.26,A
STU-2026-0366,SUB-MATH,10,0.9516,0.9223,0.943,86.45,99.0,-0.0125,84.81,0,79.12,B
STU-2026-0367,SUB-MATH,10,0.9473,0.9143,0.7783,73.83,84.8,0.1723,78.64,0,75.07,B
STU-2026-0368,SUB-MATH,10,0.9247,0.866,0.7483,61.02,62.24,0.1289,49.21,2,58.29,D
STU-2026-0369,SUB-MATH,10,0.9761,0.9494,0.9976,94.28,87.62,0.0829,82.25,0,90.69,A
STU-2026-0370,SUB-MATH,10,0.9262,0.9165,0.8946,80.25,83.48,0.1187,84.64,0,81.11,A
STU-2026-0371,SUB-MATH,10,0.8529,0.8122,0.7628,61.78,67.43,0.005,72.17,0,59.94,D
STU-2026-0372,SUB-MATH,10,0.9404,0.946,0.9257,79.53,85.35,0.0621,79.89,0,73.23,B
STU-2026-0373,SUB-MATH,10,0.9302,0.9674,0.8792,75.17,72.66,0.0459,75.17,0,70.78,B
STU-2026-0374,SUB-MATH,10,0.9932,0.9722,0.9446,79.37,86.03,0.1173,90.03,0,72.33,B
STU-2026-0375,SUB-MATH,10,0.947,0.9536,0.9602,75.04,81.22,0.0802,83.52,0,71.13,B
STU-2026-0376,SUB-MATH,10,0.9826,0.9782,0.9261,81.24,80.75,0.0827,88.08,0,78.68,B
STU-2026-0377,SUB-MATH,10,0.7157,0.6941,0.5374,63.03,66.86,-0.6803,44.99,5,55.79,D
STU-2026-0378,SUB-MATH,10,0.6521,0.6301,0.3405,37.1,38.77,-0.4958,38.13,5,30.72,F
STU-2026-0379,SUB-MATH,10,0.987,1.0,0.9493,79.87,78.3,0.1188,91.07,1,77.95,B
STU-2026-0380,SUB-MATH,10,0.9102,0.9626,0.9076,69.38,66.32,0.0515,72.0,1,58.12,D
STU-2026-0381,SUB-MATH,10,1.0,0.972,0.9205,84.26,94.65,0.1006,83.83,0,81.7,A
STU-2026-0382,SUB-MATH,10,0.9715,0.9556,0.8788,63.58,76.62,0.0718,88.62,0,61.19,C
STU-2026-0383,SUB-MATH,10,0.9761,0.9333,0.9384,70.3,71.38,0.1602,87.56,1,73.95,B
STU-2026-0384,SUB-MATH,10,0.9047,0.9171,0.9446,81.7,78.95,-0.0369,95.98,0,77.83,B
STU-2026-0385,SUB-MATH,10,0.8937,0.8826,0.8674,78.28,77.8,0.0365,82.15,0,76.54,B
STU-2026-0386,SUB-MATH,10,0.767,0.7801,0.5571,54.56,61.35,-0.224,44.71,4,49.86,F
STU-2026-0387,SUB-MATH,10,0.7727,0.7394,0.3261,42.25,49.69,-0.7572,36.51,4,37.97,F
STU-2026-0388,SUB-MATH,10,0.9421,0.9966,0.9438,56.38,66.9,0.0988,82.5,1,55.42,D
STU-2026-0389,SUB-MATH,10,0.9507,0.9468,0.9738,82.06,84.99,0.157,79.68,0,78.88,B
STU-2026-0390,SUB-MATH,10,0.9187,0.8957,0.61,71.13,69.55,0.0541,71.32,2,66.69,C
STU-2026-0391,SUB-MATH,10,0.954,0.9381,0.9327,76.78,69.88,0.0259,83.4,1,75.86,B
STU-2026-0392,SUB-MATH,10,0.9815,0.9339,0.9598,83.27,81.88,0.076,82.33,0,76.05,B
STU-2026-0393,SUB-MATH,10,0.8389,0.8541,0.5982,63.78,64.19,-0.0093,64.27,1,65.94,C
STU-2026-0394,SUB-MATH,10,0.9724,0.9189,0.9217,72.56,68.53,0.0598,76.07,0,69.36,C
STU-2026-0395,SUB-MATH,10,0.9462,0.9012,0.9219,85.39,73.38,0.0872,78.52,1,76.65,B
STU-2026-0396,SUB-MATH,10,0.9899,0.9492,0.8714,85.85,84.26,0.0667,82.1,0,77.71,B
STU-2026-0397,SUB-MATH,11,0.6582,0.641,0.3372,50.35,52.2,-0.5922,27.2,2,43.11,F
STU-2026-0398,SUB-MATH,11,0.9925,0.9918,0.8747,77.91,82.05,0.0532,78.51,1,72.66,B
STU-2026-0399,SUB-MATH,11,0.9403,0.9767,0.9011,68.12,72.97,0.1409,82.04,0,66.17,C
STU-2026-0400,SUB-MATH,11,0.9689,0.9957,0.9287,69.56,73.11,0.0294,88.03,0,63.69,C
STU-2026-0401,SUB-MATH,11,0.9415,0.9467,1.0,72.75,73.3,-0.016,88.69,0,66.43,C
STU-2026-0402,SUB-MATH,11,0.9047,0.9112,0.8962,80.85,83.05,0.0295,63.85,0,80.49,A
STU-2026-0403,SUB-MATH,11,0.9095,0.9134,0.8729,94.73,92.01,0.0892,90.59,0,91.97,A
STU-2026-0404,SUB-MATH,11,0.9326,0.9233,0.8729,80.17,66.65,0.0759,73.22,0,77.51,B
STU-2026-0405,SUB-MATH,11,0.957,0.9955,0.897,74.05,77.31,-0.0298,85.58,0,66.59,C
STU-2026-0406,SUB-MATH,11,0.9507,0.928,0.9821,71.36,75.12,0.0156,76.85,0,66.46,C
STU-2026-0407,SUB-MATH,11,0.8252,0.8426,0.6617,78.8,74.29,-0.0397,52.9,2,76.61,B
STU-2026-0408,SUB-MATH,11,0.9706,0.9745,0.8712,75.83,84.91,0.0798,86.92,1,75.95,B
STU-2026-0409,SUB-MATH,11,0.9082,0.9298,0.9227,77.07,71.12,-0.0389,86.69,0,71.74,B
STU-2026-0410,SUB-MATH,11,0.8866,0.8719,0.7983,56.48,69.61,0.0306,67.6,1,55.38,D
STU-2026-0411,SUB-MATH,11,0.9609,0.9252,0.84,95.76,93.46,0.0844,72.09,0,91.76,A
STU-2026-0412,SUB-MATH,11,0.8686,0.8742,0.685,56.45,57.67,0.0294,52.88,1,54.5,D
STU-2026-0413,SUB-MATH,11,0.9953,0.9595,0.8879,82.55,79.42,0.0387,64.0,0,76.64,B
STU-2026-0414,SUB-MATH,11,0.9476,0.9829,0.9181,72.65,74.93,-0.1249,81.32,0,66.67,C
STU-2026-0415,SUB-MATH,11,0.9195,0.9594,0.9628,72.05,72.96,0.1395,83.78,0,70.04,B
STU-2026-0416,SUB-MATH,11,0.8974,0.9329,0.7423,62.63,60.69,0.0784,52.17,2,64.58,C
STU-2026-0417,SUB-MATH,11,0.9711,0.9417,0.9039,79.88,84.3,0.0463,76.87,0,81.53,A
STU-2026-0418,SUB-MATH,11,0.973,0.958,0.8769,79.42,80.37,0.0503,98.41,0,73.15,B
STU-2026-0419,SUB-MATH,11,0.8918,0.8796,0.8492,83.94,79.95,0.147,81.86,0,78.2,B
STU-2026-0420,SUB-MATH,11,0.9414,0.892,0.821,73.44,87.66,0.0837,80.8,0,71.08,B
STU-2026-0421,SUB-MATH,11,0.9686,0.9496,0.9111,88.57,91.13,0.044,88.37,0,83.92,A
STU-2026-0422,SUB-MATH,11,0.9677,0.9519,0.9498,90.04,86.44,0.126,65.46,0,84.34,A
STU-2026-0423,SUB-MATH,11,0.9288,0.958,1.0,92.98,85.15,0.0585,81.73,1,89.41,A
STU-2026-0424,SUB-MATH,11,0.8659,0.8532,0.6899,79.57,82.09,0.0444,57.1,0,78.72,B
STU-2026-0425,SUB-MATH,11,0.9511,0.9396,0.9362,70.91,67.15,0.089,89.98,0,68.63,C
STU-2026-0426,SUB-MATH,11,0.9373,0.9753,0.9147,86.89,89.4,0.1251,79.11,1,85.48,A
STU-2026-0427,SUB-MATH,11,0.867,0.844,0.6906,74.84,68.74,0.0541,47.63,1,72.18,B
STU-2026-0428,SUB-MATH,11,0.8835,0.9288,0.8446,84.71,80.1,-0.0032,99.0,1,77.21,B
STU-2026-0429,SUB-MATH,11,1.0,0.9728,0.9107,99.0,99.0,0.0415,86.02,0,97.53,A
STU-2026-0430,SUB-MATH,11,0.9372,0.9437,0.9685,81.04,79.53,0.1694,66.68,0,74.41,B
STU-2026-0431,SUB-MATH,11,0.9664,0.9542,0.913,66.43,67.7,0.017,68.36,0,65.56,C
STU-2026-0432,SUB-MATH,11,0.999,0.9341,1.0,87.13,84.52,0.1159,77.05,0,82.7,A
STU-2026-0433,SUB-MATH,11,0.9735,0.9836,0.8575,80.31,82.1,0.0674,91.89,0,77.7,B
STU-2026-0434,SUB-MATH,11,0.9664,0.919,0.875,84.19,87.16,0.0568,78.33,1,79.01,B
STU-2026-0435,SUB-MATH,11,0.8527,0.8206,0.7808,70.69,68.22,0.0995,48.41,2,63.89,C
STU-2026-0436,SUB-MATH,11,0.9711,0.9236,0.7942,81.79,83.94,0.0617,85.99,0,72.51,B
STU-2026-0437,SUB-MATH,11,0.9629,0.932,0.8648,74.53,76.58,0.0347,77.39,0,74.02,B
STU-2026-0438,SUB-MATH,11,0.719,0.6921,0.4884,48.23,52.01,-0.3677,61.12,6,41.47,F
STU-2026-0439,SUB-MATH,11,0.9389,0.9568,0.8284,76.93,78.6,0.0907,78.39,1,73.89,B
STU-2026-0440,SUB-MATH,11,0.915,0.9456,0.8932,73.38,73.0,0.0723,81.56,1,70.17,B
STU-2026-0441,SUB-MATH,11,0.9092,0.917,0.8817,72.41,76.9,0.1171,80.37,0,73.77,B
STU-2026-0442,SUB-MATH,11,0.9616,0.9508,0.8541,74.84,77.99,0.1162,96.92,0,71.53,B
STU-2026-0443,SUB-MATH,11,0.9077,0.8527,0.992,81.73,78.09,-0.0554,69.38,0,73.65,B
STU-2026-0444,SUB-MATH,11,0.9473,0.9276,0.9835,78.17,78.96,0.037,75.27,0,72.02,B
STU-2026-0445,SUB-MATH,11,0.5401,0.5215,0.6755,60.58,62.33,-0.4271,41.29,2,55.79,D
STU-2026-0446,SUB-MATH,11,0.9881,0.9794,0.94,86.37,87.78,-0.0216,86.93,0,76.09,B
STU-2026-0447,SUB-MATH,11,0.9741,0.9841,0.9537,93.25,93.59,-0.0124,84.28,0,88.66,A
STU-2026-0448,SUB-MATH,11,0.8815,0.902,0.7445,72.05,75.41,-0.0565,62.96,1,69.54,C
STU-2026-0449,SUB-MATH,11,0.8778,0.9557,0.9148,87.87,92.01,-0.0086,79.05,1,78.96,B
STU-2026-0450,SUB-MATH,11,0.7377,0.7601,0.4907,70.16,65.29,-0.0872,37.95,1,61.72,C
STU-2026-0451,SUB-MATH,11,0.8588,0.9122,0.8169,47.8,55.28,0.0323,65.92,0,43.54,F
STU-2026-0452,SUB-MATH,11,0.8886,0.8362,0.7721,76.9,79.16,0.1971,70.68,1,72.13,B
STU-2026-0453,SUB-MATH,11,0.9321,0.9284,0.9745,99.0,98.09,0.0391,71.14,0,88.94,A
STU-2026-0454,SUB-MATH,11,0.9802,0.9617,0.941,93.64,97.51,0.0523,87.31,0,90.53,A
STU-2026-0455,SUB-MATH,11,1.0,0.9676,0.9424,95.69,91.72,0.1039,82.77,0,91.32,A
STU-2026-0456,SUB-MATH,11,0.9134,0.9028,0.9285,80.94,78.46,0.0173,72.97,0,75.72,B
STU-2026-0457,SUB-MATH,11,0.9225,0.9097,0.9337,74.8,77.69,-0.0272,90.26,0,68.92,C
STU-2026-0458,SUB-MATH,11,0.9221,0.8955,0.9809,69.32,66.49,0.0682,84.49,0,66.49,C
STU-2026-0459,SUB-MATH,11,0.9269,0.962,0.9639,91.71,92.16,-0.0033,86.09,0,87.6,A
STU-2026-0460,SUB-MATH,11,0.7449,0.7498,0.7404,45.26,42.28,-0.4464,57.07,3,41.0,F
STU-2026-0461,SUB-MATH,11,0.9371,0.9557,0.9219,67.88,68.59,0.0204,73.89,0,61.52,C
STU-2026-0462,SUB-MATH,11,0.8403,0.8035,0.7157,72.05,64.47,0.1311,52.86,1,71.4,B
STU-2026-0463,SUB-MATH,11,0.9509,0.9565,0.9249,90.2,99.0,0.0709,77.08,0,92.45,A
STU-2026-0464,SUB-MATH,11,0.8484,0.7967,0.6909,61.78,52.5,0.0891,65.39,2,58.57,D
STU-2026-0465,SUB-MATH,11,0.9185,0.8849,0.938,66.72,67.7,0.1113,84.77,0,63.49,C
STU-2026-0466,SUB-MATH,11,0.9525,0.9606,0.9603,72.12,75.91,-0.0568,82.11,0,66.58,C
STU-2026-0467,SUB-MATH,11,0.8654,0.859,0.78,74.03,73.46,0.0405,75.09,1,69.3,C
STU-2026-0468,SUB-MATH,11,0.8229,0.834,0.7106,68.81,81.08,-0.0745,72.53,1,63.08,C
STU-2026-0469,SUB-MATH,11,0.9666,0.9353,0.9647,78.44,68.43,0.0395,86.03,1,75.05,B
STU-2026-0470,SUB-MATH,11,0.8253,0.7888,0.7331,63.55,62.53,-0.024,66.92,1,63.63,C
